PATHWAY_ID	K	L1	# NODES	# EDGES	AVG. DIFF. EXP. CASES	AVG. INFO. CONTENT
02	0	13	15	14	2	0,43
03	0	13	15	15	2	0,43
04	0	13	15	14	2	0,43
05	0	13	15	14	2	0,43
06	0	13	15	15	2	0,43
07	0	13	15	14	2	0,43
08	0	13	15	19	2	0,43
09	0	13	15	15	2	0,43
10	0	13	15	18	2	0,43
11	0	13	15	17	2	0,43
12	0	13	15	17	2	0,43
13	0	13	15	15	2	0,43
14	0	13	15	16	2	0,43
15	0	13	15	15	2	0,43
16	0	13	15	14	2	0,43
17	0	13	15	14	2	0,43
18	0	13	15	14	2	0,43
19	0	13	15	19	2	0,43
20	0	13	15	15	2	0,43
01	0	14	16	20	2	0,46
02	0	14	16	18	2	0,46
03	0	14	16	19	2	0,46
04	0	14	16	15	2	0,46
05	0	14	16	16	2	0,46
06	0	14	16	15	2	0,46
07	0	14	16	16	2	0,46
08	0	14	16	15	2	0,46
09	0	14	16	23	2	0,46
10	0	14	16	17	2	0,46
11	0	14	16	16	2	0,46
12	0	14	16	15	2	0,46
13	0	14	16	17	2	0,46
14	0	14	16	16	2	0,46
15	0	14	16	16	2	0,46
16	0	14	16	20	2	0,46
17	0	14	16	17	2	0,46
18	0	14	16	16	2	0,46
19	0	14	16	15	2	0,46
20	0	14	16	17	2	0,46
01	0	15	17	20	2	0,48
02	0	15	17	16	2	0,48
03	0	15	17	17	2	0,48
04	0	15	17	17	2	0,48
05	0	15	17	16	2	0,48
06	0	15	17	18	2	0,48
07	0	15	17	16	2	0,48
08	0	15	17	22	2	0,48
09	0	15	17	19	2	0,48
10	0	15	17	21	2	0,48
11	0	15	17	20	2	0,48
12	0	15	17	18	2	0,48
13	0	15	17	17	2	0,48
14	0	15	17	16	2	0,48
15	0	15	17	17	2	0,48
16	0	15	17	17	2	0,48
17	0	15	17	16	2	0,48
18	0	15	17	18	2	0,48
19	0	15	17	17	2	0,48
20	0	15	17	20	2	0,48
