ID	# PATHWAYS CONTAINING	AVG. DIFF. EXP. CASES	DEGREE
VAPB	0	0	11
RAB15	0	1,00	1
P2RX4	0	0	1
RAB13	0	0	1
RAB14	0	0	1
RAB17	0	0	3
RAB18	0	0	1
Il1r2	0	0	1
SNRNP48	0	0	2
CSNK1G3	0	0	1
CSNK1G2	0	0	3
SEC11A	0	0	2
WDR1	0	0	1
PNMAL1	0	0	1
WDR3	0	0	2
WDR4	0	0	1
WDR5	0	0	37
RPL10A	0	0	2
Ephb1	0	0	1
PIK3C2B	0	0	4
FCAR	0	0	2
PIK3C2A	0	0	13
Fyb	0	0	1
FTCD	0	0	2
AP1G1	0	0	16
AP1G2	0	0	6
SCRN1	0	0	1
WDR6	0	0	2
TLK2	0	0	5
WDR7	0	0	2
WDR8	0	0	30
TLK1	0	0	4
ADSS	0	0	1
SNRNP35	0	0	2
Cdc20	0	0	1
KRT1	0	0	10
KRT5	0	0	4
KRT4	1	1,00	5
Vdac3	0	0	1
AP1B1	0	0	14
KRT8	0	0	20
KRT7	0	0	1
Vdac1	0	0	2
PPP2R1A	0	0	34
Vdac2	0	0	1
MAPK8IP3	0	0	19
MAPK8IP1	0	0	17
MAPK8IP2	0	0	19
KARS	0	0	6
SIK2	0	0	1
SIK3	0	0	1
TLN2	0	0	1
TLN1	0	0	10
Atp5c1	0	0	1
PANK2	0	0	6
Immt	0	0	1
CALML3	0	0	3
CALML5	0	0	3
PHYHIP	0	0	19
MYL12B	0	0	1
SEPHS1	0	0	8
RTT109	0	0	1
KAR2	0	0	1
APBB1	0	0	10
LONP2	0	0	1
APBB3	0	0	3
APBB2	0	0	1
LONP1	0	0	3
RFFL	0	0	1
KRTAP9-3	0	0	1
TOP3A	0	0	3
KRTAP9-2	0	0	1
TOP3B	0	0	9
Pitpnm2	0	0	2
CBFA2T3	0	0	13
VASN	0	0	3
CBFA2T2	0	0	12
VASP	0	0	15
VAT1	0	0	1
MYL12A	0	0	2
LOC407840	0	0	1
Gmcl1	0	0	1
SIM2	0	0	5
VGLL3	0	0	1
Rgl3	0	0	1
SIM1	0	0	2
VGLL4	0	0	2
Grin2b	0	0	2
Grin2a	0	0	2
VARS	0	0	12
GFI1	0	0	4
LOC220594	0	0	8
TWIST2	0	0	2
TWIST1	0	0	4
HTATSF1	0	0	7
IL28RA	0	0	1
TP53AIP1	0	0	1
KAT5	1	0	70
SNRNP70	0	0	10
FTH1	0	0	9
Preb	0	0	1
RALGPS1	0	0	3
ATP6V0A4	0	0	1
TP53BP1	0	0	27
TP53BP2	0	0	13
SIL1	0	0	1
RALGPS2	0	0	2
CCR10	0	0	5
PSENEN	0	0	4
Rapsn	0	0	1
RENBP	0	0	1
VAV1	0	0	52
VAV2	0	0	6
VAV3	6	1,00	10
TLR2	0	1,00	6
FUBP1	0	0	10
TLR1	0	0	2
P4HA2	0	0	2
P4HA3	0	0	1
FUBP3	0	0	3
TLR9	0	0	2
TLR5	0	0	2
TLR4	0	0	9
RAB7A	0	0	11
TLR3	0	0	3
TOP2B	0	0	13
COL18A1	0	0	2
SPTBN4	0	0	4
Nuak2	0	0	4
GUCY2C	0	0	1
RAB5C	0	0	6
VGLL1	0	0	4
GUCY2F	0	0	1
CITED1	0	0	5
GUCY2E	0	0	1
CITED2	0	0	10
CITED4	0	0	4
HBB	0	0	6
ZFAND2B	0	0	1
TOP2A	0	0	20
Hspa1b	0	0	1
LIMD1	0	0	1
PSMC3IP	0	0	1
Akap1	0	0	2
Clic4	0	0	1
SH3PXD2A	0	0	2
CLTCL1	0	0	1
RAB6B	0	0	2
SPTBN1	0	0	19
KIAA1804	0	0	1
SPTBN2	0	0	4
HBZ	0	0	2
GABPA	0	0	6
RAB6A	0	0	14
MYEF2	0	0	2
PROX1	0	0	5
SORBS1	0	0	11
FAM189A2	0	0	2
SORBS3	0	0	17
GFRA2	0	0	2
SORBS2	0	0	13
GFRA1	0	0	3
GFRA4	0	0	1
RAB11A	0	0	8
GFRA3	0	0	1
HCK	0	0	24
RAB11B	0	0	4
ALDH5A1	0	0	1
Strap	0	0	1
RAB9A	0	0	5
APBA2	0	0	9
APBA1	0	0	12
APBA3	0	0	2
HIR1	0	0	1
HIP1	1	0	9
TRAF3IP3	0	0	16
TRAF3IP2	0	0	8
TRAF3IP1	0	0	4
FAIM3	0	0	3
FAIM2	0	0	1
Aldoa	0	0	2
NKAP	0	0	4
SIP1	0	0	11
RPL18A	0	0	8
SOSTDC1	0	0	3
RAB8A	0	0	9
HDX	0	0	2
RAB8B	1	0	14
GABRD	0	0	1
UBTD1	0	0	1
ICOSLG	0	0	1
QPCTL	0	0	2
Ern2	0	0	1
Rxrb	0	0	1
MYCN	0	0	1
Rxra	0	0	1
FANCD2	0	0	15
CAPZA2	0	0	2
CAPZA1	0	0	4
FCN1	0	0	2
Nrip1	0	0	3
HFE	0	0	2
FBLN2	0	0	11
FBLN1	0	0	8
Eif2c2	0	0	1
EFNA5	0	0	3
NKD2	0	0	3
HIRA	0	0	8
ZNF7	0	0	2
FBLN5	0	0	2
ATP5J2	0	0	13
HOXA11	0	0	4
EFNB3	0	0	3
EFNB2	0	0	3
HOXA10	0	0	5
RASD1	0	0	4
RASD2	0	0	2
EFNB1	0	0	4
HCFC1R1	0	0	1
COTL1	0	0	2
RPRD1B	0	0	1
Pak3	0	0	1
TRAPPC2L	0	0	2
HGD	0	0	2
Rras2	0	0	5
HGF	0	0	4
EIF2S3	0	0	2
EIF2S2	0	0	12
EIF2S1	0	0	3
Hspa9	0	0	1
PRPF6	0	0	16
EFNA2	0	0	4
EFNA1	14	1,00	5
HGS	0	0	86
PRPF8	0	0	15
EFNA4	0	0	1
EFNA3	0	0	3
Hspa5	0	0	2
TLX3	0	0	12
PRPF4	0	0	34
TLX2	0	0	9
PRPF3	0	0	12
TLX1	0	0	3
Hspa8	0	0	1
DYNLRB1	0	0	3
FCP1	0	0	2
MYF5	0	0	6
SKIV2L2	0	0	3
MYF6	0	0	6
FCN2	0	0	2
Rgs3	0	0	2
SIT4	0	0	3
SIT1	0	0	5
C20orf4	0	0	2
POU2F1	0	0	34
POU2F2	4	1,00	11
LIMK1	1	0	12
SETD1A	0	0	9
AKTIP	0	0	22
LIMK2	0	0	3
SETD1B	0	0	6
AXIN2	0	0	6
PPP2R5C	0	0	5
AXIN1	0	0	23
PPP2R5B	0	0	3
PPP2R5E	0	0	3
PPP2R5D	0	0	9
IRF2BP1	0	0	3
DNM1	0	0	22
ATP5F1	0	0	1
Igfbp7	0	0	6
DNM2	0	0	19
PPP2R5A	0	0	9
DNM3	0	0	1
CKI1	0	0	1
RASA1	0	0	34
MYH2	0	0	3
KISS1	0	0	1
MYH4	0	0	3
RASA3	0	0	2
MYH9	0	0	11
MYH7	0	0	1
HAPLN1	0	0	1
AVEN	0	0	3
PYCRL	0	0	2
STOML1	0	0	3
Anapc5	0	0	3
HK1	0	0	3
HK3	0	0	5
HK2	0	0	2
MCF2L	0	0	3
TKTL2	0	0	1
IL15RA	0	0	1
H2AFZ	0	0	2
H2AFX	0	0	39
TINF2	0	0	5
H2AFY	0	0	11
PPP2R3A	0	0	4
ANXA11	0	0	6
PPP2R3B	0	0	4
WEE1	0	0	8
TRAPPC6A	0	0	6
PPP2R2D	0	0	4
PPP2R2C	0	0	12
HLF	0	0	2
SIX1	0	0	5
PPP2R2B	0	0	1
PPP2R2A	0	0	13
ATP5G3	0	0	1
MAPK9	0	0	29
RNF113B	0	0	4
MAPK8	0	0	58
SIX5	0	0	1
PPP2R1B	0	0	21
Uqcrfs1	0	0	1
SIX6	0	0	3
SIX3	0	0	4
SIX4	0	0	1
LEPROTL1	0	0	1
MAPK3	0	0	48
MAPK1	2	0	71
MAPK7	0	0	12
MAPK6	0	0	10
RNF113A	0	0	1
RFX3	0	0	8
RFX4	0	0	2
RFX1	0	0	7
HN1	0	0	2
RFX2	0	0	3
MYL5	0	0	1
MAPKSP1	0	0	5
MYL6	0	0	7
XPNPEP1	0	0	2
MYL2	0	0	2
RFX5	0	0	4
ETHE1	0	0	6
RFX6	0	0	7
UQCRC2	0	0	4
UQCRC1	0	0	8
SPARCL1	0	0	1
RPL22L1	0	0	2
MYL9	0	0	4
EFCAB4B	0	0	1
LEF1	0	0	22
COBRA1	0	0	8
NCAPG	0	0	10
AVIL	0	0	1
NCAPH	0	0	1
SIZ1	0	0	2
Cep192	0	0	1
LSM11	0	0	1
LSM10	0	0	6
LSM12	0	0	1
TCOF1	0	0	5
MICALL1	0	0	3
AP2S1	0	0	5
RABAC1	0	0	19
RPL35P5	0	0	2
SIGMAR1	0	0	3
SNUPN	0	0	10
PDZK1	0	0	18
HDHD3	0	0	1
GIGYF1	0	0	1
IL22RA2	0	0	1
GIGYF2	0	0	20
IL22RA1	0	0	1
VAMP7	0	0	7
VAMP8	0	0	14
VAMP1	0	0	5
Gata6	0	0	1
VAMP2	0	0	18
NKP1	0	0	1
NOSTRIN	0	0	2
HNRNPA3P1	0	0	2
Gata4	0	0	1
Gata2	0	0	1
VAMP3	0	0	12
VAMP4	0	0	8
GABARAP	0	0	28
HPR	0	0	1
MYLK	8	1,00	7
METTL11A	0	0	1
Pou1f1	0	0	1
CYB5R2	0	0	1
SNRPEL1	0	0	1
RHBDL2	0	0	1
Slc25a22	0	0	1
UPF2	0	0	17
UPF1	0	0	16
MYOG	0	0	13
Pax5	0	0	2
DNTT	0	0	7
LRRC23	0	0	1
Pax3	0	0	4
ALS2CR11	0	0	5
ALS2CR12	0	0	1
MYOT	0	0	5
Slc25a12	0	0	1
Slc25a13	0	0	1
HRC	0	0	1
HRG	0	0	1
Slc25a11	0	0	1
HRK	0	0	5
GPR26	0	0	1
PTH1R	0	0	4
HSPB11	0	0	1
MYNN	0	0	1
EXTL3	0	0	1
MYO6	0	0	9
MYOC	0	0	3
CGNL1	1	0	4
HSD11B1	0	0	1
ATRNL1	0	0	1
GPR37	0	0	8
PGAM1	0	0	2
PGAM2	0	0	1
Wwp2	0	0	4
Ktn1	0	0	1
TNNI3K	0	0	7
Samd8	0	0	1
PTH2R	0	0	1
Mtap1a	0	0	1
Mtap1b	0	0	1
TIPRL	0	0	4
PELI2	0	0	4
PGAM5	0	0	12
CKS2	0	0	3
PELI1	0	0	4
SNRPD2P1	0	0	2
LRRC15	0	0	2
LRRC14	0	0	2
HTT	0	0	82
LRRC18	0	0	1
PELI3	0	0	6
JPH1	0	0	2
MYPN	0	0	7
Ing2	0	0	2
JPH2	0	0	1
PTGS1	0	0	1
Pawr	0	0	1
PRAM1	0	0	8
PTGS2	0	0	11
IME2	0	0	2
JPH3	0	0	2
NKRF	0	0	4
HRR25	0	0	1
Gsc	0	0	1
Cltc	0	0	1
PRAME	0	0	1
SRSF10	0	0	3
SRSF11	0	0	5
SH3GLB2	0	0	8
SEC24A	0	0	1
EPM2A	0	0	6
LRRC68	0	0	2
SEC24C	0	0	2
SH3GLB1	0	0	12
SEC24B	0	0	2
S100A3	0	0	1
PRRX1	0	0	1
S100A1	0	0	13
CRYBB2	0	0	4
MYT1	0	0	1
SAP30	0	0	21
OLFM1	0	0	1
Tgfb1i1	0	0	2
BYSL	0	0	4
SLC9A3	0	0	6
Ntrk1	0	0	2
MRTO4	0	0	2
OLFM2	0	0	2
SLC9A4	0	0	2
SLC9A5	0	0	2
OLFM3	0	0	1
SAP25	0	0	28
UBLCP1	0	0	2
MAPKAPK5	0	0	5
MAPKAPK2	0	0	9
MAPKAPK3	0	0	3
S100A7	0	0	4
S100A6	0	0	3
S100A4	0	0	5
RIM15	0	0	2
Slc9a3r1	0	0	1
SEC24D	0	0	1
S100A9	2	1,00	8
S100A8	2	1,00	20
IGFALS	0	0	3
TMF1	0	0	3
GGA1	0	0	13
SLC9A1	0	0	9
SLC9A2	2	0	6
GGA3	1	0	14
RUVBL1	0	0	52
YY2	0	0	1
GGA2	0	0	15
YY1	0	0	30
SH3BP2	0	0	8
SH3BP1	0	0	3
SH3BP4	0	0	5
RUVBL2	0	0	91
SH2B1	0	0	6
SAP18	0	0	25
SH3BP5	0	0	4
Gug	0	0	3
LEO1	0	0	4
YKT6	0	0	5
SH2B3	0	0	4
NKTR	0	0	1
SH2B2	0	0	4
SLC38A2	0	0	1
LRRC47	1	0	4
LRRC40	0	0	1
LRRC41	0	0	2
FTSJ1	0	0	1
FTSJ3	0	0	3
NFKB1	0	0	59
NFKB2	20	1,00	29
DDOST	0	0	8
FRMD6	0	0	3
FRMD8	0	0	1
SNRNP200	0	0	16
LRRC59	0	0	3
UPK2	0	0	1
B3GALT1	0	0	1
PMEPA1	0	0	2
HYI	0	0	1
LEPR	0	0	7
SLC38A3	0	0	1
AP2M1	0	0	24
DNM1L	0	0	9
TCP11	0	0	1
LRRC4C	0	0	1
CTCFL	0	0	6
PRRT2	0	0	1
KSR2	1	0	2
VBP1	0	0	5
SETDB1	0	0	80
Stub1	0	0	5
CYB5A	0	0	1
GNL3L	0	0	1
FCGR2A	0	0	5
FCGR2B	0	0	2
SNURF	0	0	2
NFE2L1	0	0	4
Skil	0	0	3
NFE2L2	0	0	13
ERAS	0	0	2
NFE2L3	0	0	1
GTF3C2	0	0	6
L3MBTL2	0	0	5
GTF3C3	0	0	13
SLC25A1	0	0	1
SLC25A4	0	0	3
GTF3C4	0	0	10
GTF3C5	0	0	11
L3MBTL3	0	0	1
GTF3C6	0	0	2
ATP5L	0	0	2
ATP5J	0	0	1
ATP5O	0	0	1
Shank1	0	0	2
GTF3C1	0	0	19
PELP1	0	0	12
FCGR3A	0	0	2
ATP5B	0	0	3
FCGR3B	0	0	2
Rheb	0	0	2
Gyk	0	0	1
CTNNBL1	0	0	1
Mapk14	0	0	4
Rad51	0	0	1
Arhgap15	0	0	2
SEC22A	0	0	2
IMMT	0	0	32
TP53INP1	0	0	2
RPL23A	0	0	13
PRC1	0	0	4
TPD52L2	0	0	3
TPD52L3	0	0	1
MCOLN1	0	0	2
ATOX1	0	0	2
TPD52L1	0	0	8
PPM1A	0	0	2
PPM1B	0	0	17
SMAP1	0	0	4
PPM1D	0	0	3
QTRT1	0	0	6
ANAPC4	0	0	11
ANAPC5	0	0	13
RQCD1	0	0	4
ANAPC7	0	0	14
SLC25A6	0	0	8
ANAPC1	0	0	14
SEC22B	0	0	3
ANAPC2	0	0	9
SEC23B	0	0	3
SEC23A	0	0	2
Slc25a4	0	0	1
Slc25a3	0	0	1
Eif2ak1	0	0	1
Slc25a1	0	0	1
Eif2ak4	0	0	2
PPM1J	0	0	1
4922501C03Rik	0	0	1
PPM1E	0	0	1
PPM1F	0	0	2
PPM1G	0	0	4
USH1C	0	0	3
FCGR1A	0	0	5
YPL067C	0	0	1
PRB3	0	0	1
BEND5	0	0	3
ERC1	0	0	5
ERC2	0	0	10
UPP2	0	0	1
BEND3	0	0	1
UPP1	0	0	1
ATP7B	0	0	3
ATP7A	0	0	2
Arhgap31	0	0	1
BEND7	0	0	6
SLC12A3	0	0	1
PLEKHA2	0	0	2
IMP3	0	0	2
IMP4	0	0	1
PLEKHA1	0	0	2
SLC12A2	0	0	2
PLEKHA6	0	0	1
PRE1	0	0	1
PLEKHA7	0	0	1
PLEKHA4	0	0	4
PLEKHA5	0	0	27
MAPK15	0	0	1
MAPK13	0	0	3
EREG	0	0	2
PLEKHA8	0	0	1
MAPK14	0	0	66
TM4SF1	1	0	4
MAPK11	0	0	3
CCAR1	0	0	5
MAPK12	0	0	1
MAPK10	0	0	18
KIAA0802	0	0	1
PPP1R3D	0	0	2
CD2BP2	0	0	22
UPRT	0	0	1
CALM2	0	0	7
CALM3	0	0	6
STX1B	0	0	6
CALM1	0	0	33
STX1A	0	0	36
AHCYL1	0	0	5
ZAK	0	0	5
STX16	0	0	2
AHCYL2	0	0	3
PRCC	0	0	1
STX18	0	0	5
STX17	0	0	2
PLEKHB2	0	0	5
PPP1R3A	0	0	2
STX12	0	0	7
STX11	0	0	10
EXOSC8	0	0	7
EXOSC7	0	0	5
EXOSC6	0	0	12
EXOSC5	0	0	10
IFI16	0	0	1
EXOSC9	0	0	2
EXOSC4	0	0	9
EXOSC3	0	0	1
EXOSC2	0	0	7
EXOSC1	0	0	4
GTF2A1L	0	0	18
XRCC5	0	0	38
XRCC6	0	0	69
XRCC3	0	0	3
EAF1	0	0	2
PLA2G4C	0	0	1
XRCC4	0	0	11
EAF2	0	0	1
XRCC1	0	0	13
PLA2G4A	1	0	1
RASSF8	0	0	2
RASSF9	0	0	1
XRCC2	0	0	5
PRG2	0	0	3
HNF1B	0	0	4
Actl6a	0	0	1
Actl6b	0	0	1
C5orf13	0	0	1
HNF1A	0	0	15
PPP1R1B	0	0	1
RGL4	0	0	4
RGL2	1	0	10
PAEP	0	0	9
VSX2	0	0	1
PAF1	0	0	7
RGL1	0	0	1
PPP1R11	0	0	1
JMJD1C	0	0	2
IFI35	0	0	2
PRF1	0	0	1
BRCC3	0	0	22
TMPO	0	0	11
C5orf25	0	0	2
ROBLD3	0	0	2
RASSF1	0	0	10
RASSF2	0	0	4
C5orf22	0	0	2
RASSF4	0	0	1
RASSF5	0	0	17
TSPAN7	0	0	1
RASSF7	0	0	1
TSPAN6	0	0	2
PPP1R10	0	0	1
TSPAN3	0	0	1
TSPAN4	0	0	5
ERG6	0	0	1
SEC31A	0	0	2
NBPF3	0	0	2
TSNAX	0	0	7
AKR1A1	0	0	1
AJAP1	0	0	2
RGMA	0	0	2
PNMA6A	0	0	1
ID1	0	0	11
ID3	0	0	16
ID2	0	0	19
PDZRN3	0	0	2
PAH1	0	0	1
MGC53867	0	0	1
GRIPAP1	0	0	4
TMED10	0	0	1
BARHL1	0	0	3
KIF11	1	0	8
KIF15	0	0	5
IDE	0	0	3
SECTM1	0	0	1
TMPRSS3	0	0	2
HNF4G	0	0	1
BRCA1	0	0	166
GPAA1	0	0	5
BRCA2	1	0	36
C5orf42	0	0	1
C5orf41	0	0	1
KIF17	0	0	2
ERI1	0	0	1
HNF4A	0	0	29
KIF1C	0	0	2
KIF1B	0	0	4
PAG1	0	0	13
ZFR	0	0	5
AP2B1	0	0	25
AKR1C3	0	0	4
NLE1	0	0	2
ZFY	0	0	1
MIB1	0	0	7
MIB2	0	0	4
HIST2H3A	0	0	13
Tpd52	0	0	3
HIST2H3C	0	0	14
TXLNA	0	0	4
RGP1	0	0	1
TXLNB	0	0	2
C5orf55	0	0	2
HIST2H3B	0	0	1
XIAP	0	0	41
Rhoa	0	0	2
FHOD1	0	0	10
AKR1B1	0	0	1
Rhoh	0	0	1
TXLNG	0	0	1
DERL2	0	0	6
CRYBA2	0	0	1
DERL3	0	0	1
AP2A2	0	0	9
Rhog	0	0	1
AP2A1	1	0	10
DERL1	0	0	11
Rhod	0	0	6
C5orf62	0	0	1
HIST2H4A	0	0	7
Rhoj	0	0	5
RGD1305090	0	0	1
ARIH1	0	0	4
ARIH2	0	0	37
ANKRD13B	0	0	1
PRM1	0	0	1
PRLR	0	0	10
PRM5	0	0	1
MID1	0	0	15
MID2	0	0	9
ERN1	0	0	8
DOK1	0	0	18
DOK2	0	0	17
MZF1	0	0	1
DOK4	0	0	1
DOK5	0	0	3
TMX3	0	0	1
DOK6	0	0	1
KIF4A	0	0	4
Zfp788	1	0	1
SSU72	0	0	1
Lrrc41	0	0	3
PRL1	0	0	1
MASP1	0	0	4
Sntg1	0	0	1
AURKA	0	0	18
PRKX	0	0	1
AURKB	1	0	13
Myh10	0	0	2
KIF5A	0	0	9
CLGN	0	0	2
KHSRP	0	0	7
RXRA	0	0	61
PAK2	0	0	15
PAK1	0	0	35
RXRB	0	0	6
PPME1	0	0	2
NPHP1	0	0	9
KIF5C	0	0	6
KIF5B	0	0	20
BAALC	0	0	1
NPHP3	0	0	1
PAK7	0	0	11
NPHP4	0	0	1
psmd14	0	0	1
PAK4	1	0	10
RXRG	0	0	12
PAK3	0	0	4
PAK6	0	0	5
FDPS	0	0	1
KIF22	0	0	5
VTA1	0	0	14
PRNP	0	0	2
KIF23	0	0	10
Esr1	0	0	1
PICALM	0	0	3
PAN3	0	0	3
PROC	0	0	3
PAN2	0	0	12
QDPR	0	0	1
KIF2C	0	0	2
WWC1	0	0	7
PSEN1	0	0	29
PSEN2	0	0	19
PPP1R9B	0	0	14
PPP1R9A	0	0	1
RGS5	0	0	5
RGS6	0	0	4
CALCR	0	0	5
RGS3	0	0	7
RGS4	0	0	8
CALD1	0	0	1
DEAF1	0	0	2
RGS1	0	0	4
RGS2	0	0	25
KIF3B	0	0	3
KIF3A	0	0	5
CYP11A1	0	0	1
NDEL1	0	0	10
CAMTA2	0	0	2
RGS7	0	0	6
ARID2	0	0	6
NCBP2	0	0	3
PLA2G2A	0	0	2
NCBP1	0	0	9
SSTR1	0	0	1
SSTR2	0	0	3
Hk1	0	0	1
SSTR3	0	0	2
SSTR4	0	0	1
IL3	0	0	3
CLK4	0	0	2
SSTR5	0	0	1
CLK3	0	0	2
IL2	0	0	2
CLK2	0	0	6
IL5	0	0	1
VCAN	0	0	15
CLK1	0	0	8
IL4	0	0	2
IL6	0	1,00	2
IL8	0	0	4
Ssrp1	0	0	1
EAPP	0	0	1
MAST1	0	0	2
PSMD11	0	0	35
MIG1	0	0	1
PSMD10	0	0	23
GSK3B	0	0	50
PSMD13	0	0	28
GSK3A	0	0	1
PSMD12	0	0	10
CCL3L1	0	0	3
PSMD14	0	0	18
ILK	0	0	36
MAST3	0	0	2
MAST2	0	0	5
ACMSD	0	0	1
AFF4	0	0	4
PRP8	0	0	1
FUT4	0	0	1
PRP9	0	0	1
PDLIM2	0	0	1
PDLIM1	0	0	8
AFF1	0	0	3
CALB1	0	0	3
PDLIM4	0	0	1
ISOC2	0	0	1
PRPH	0	0	1
PDLIM5	0	0	4
PDLIM7	0	0	17
MBTPS1	0	0	2
POU1F1	0	0	10
S100B	1	0	12
PLA2G16	0	0	1
PTHLH	0	0	4
NPHS1	0	0	16
PLA2G15	0	0	1
S100Z	0	0	1
NPHS2	0	0	4
Mknk2	0	0	2
S100P	0	1,00	4
INA	0	0	1
MASP2	0	0	4
CHURC1	0	0	2
ERCC6L	0	0	3
PRKCSH	0	0	4
PLA2G1B	0	0	1
CRMP1	0	0	50
INS	0	0	4
Cep290	0	0	1
CLN5	0	0	1
CLN3	0	0	43
UBE2DNL	0	0	2
MAT2B	0	0	1
MAT2A	0	0	2
TAS1R1	0	0	1
DLEU1	0	0	18
TAS1R3	0	0	2
TAS1R2	0	0	1
IGLC1	0	0	2
SMNDC1	0	0	17
UNC13D	0	0	1
UNC13A	0	0	2
UNC13B	0	0	9
HSPA1L	0	0	2
SERPIND1	0	0	1
TRIP4	0	0	12
SYTL2	0	0	4
PAT1	0	0	1
SYTL1	0	0	4
SOX15	0	0	1
CD3EAP	0	0	8
Nucb1	0	0	1
SOX10	0	0	1
PASK	0	0	4
SYTL5	0	0	3
TNA1	0	0	1
SYTL4	0	0	8
SYTL3	0	0	2
DYNC1LI1	0	0	3
NISCH	0	0	3
DYNC1LI2	0	0	1
METT11D1	0	0	1
Sh2d1b1	0	0	3
TRIP6	0	0	35
FDX1	0	0	1
HSPA1A	0	0	35
YME1L1	0	0	1
ACOT2	0	0	1
TNFSF9	0	0	2
TNFSF8	0	0	1
HSPA1B	0	0	2
CNTFR	0	0	7
PARG	0	0	1
HOXB1	0	0	4
AHNAK	0	0	4
CLPB	0	0	5
SERPINE1	1	0	8
SERPINE2	0	0	1
PARN	0	0	6
BACH1	0	0	11
BACH2	0	0	3
ASNA1	0	0	3
HOXA9	0	0	9
SRP72	0	0	4
CLP1	0	0	4
S100A14	0	0	1
S100A13	0	0	4
HOXA3	0	0	2
S100A16	0	0	1
HOXA1	0	0	11
UQCC	0	0	3
S100A10	0	0	12
HOXA5	0	0	6
S100A11	0	0	3
ELANE	0	0	8
BATF2	0	0	1
TNNC1	0	0	6
SERPINF2	0	0	5
MTHFR	0	0	1
INO80	0	0	3
MTHFS	0	0	1
SOX30	0	0	3
CLPX	0	0	5
BACE1	0	0	1
PTP4A2	0	0	8
NPLOC4	0	0	7
BACE2	0	0	2
PTP4A3	0	0	36
FAM160A2	0	0	4
C17orf28	0	0	4
BIN3	0	0	1
BIN1	0	0	19
CLPP	0	0	1
UNC119	0	0	79
SERPING1	0	0	8
RAD17	0	0	20
RAD18	0	0	9
HOXB3	0	0	1
SIVA1	0	0	4
PRR13	0	0	5
HOXB9	0	0	13
HOXB8	0	0	2
HOXB7	1	0	3
PRR14	0	0	1
HOXB6	0	0	6
PTP4A1	0	0	3
CDC42SE2	0	0	2
HSPA4L	0	0	5
MS4A7	0	0	2
CDC42SE1	0	0	3
HOXD3	0	0	3
HOXD1	0	0	1
HIF1A	0	0	44
RXFP2	0	0	1
RXFP4	0	0	1
SOX18	0	0	1
Ctbp2	0	0	2
Ctbp1	0	0	6
HOXC6	0	0	1
HOXC4	0	0	1
SERPINH1	0	0	7
HOXC9	0	0	14
HOXC8	0	0	7
FCRL3	0	0	4
PDHA2	0	0	1
PDHA1	0	0	7
H3F3A	0	0	5
ITPK1	0	0	1
ATPIF1	0	0	1
H3F3B	0	0	2
MAD2L1BP	0	0	11
PAX5	0	0	5
PAX7	0	0	2
PAX6	0	0	18
PAX1	0	0	2
PAX3	1	0	15
PAWR	0	0	7
PAX2	0	0	3
C14orf169	0	0	1
GLUD2	0	0	1
PAX9	0	0	10
PAX8	0	0	2
C14orf166	0	0	1
ITPKB	0	0	1
HOXD4	0	0	15
C17orf42	0	0	1
ITK	0	0	15
HOXD9	0	0	5
HOXD8	0	0	1
Ncor2	0	0	2
SERPINA3	0	1,00	3
Ncor1	0	0	2
SKA1	0	0	2
SERPINA4	0	0	1
SERPINA1	0	0	5
Rassf1	0	0	1
TINAGL1	0	0	3
CLTC	1	0	37
TRIM2	0	0	12
CLTA	0	0	2
RASAL3	0	0	2
CYB561D2	0	0	1
SERPINA5	0	0	9
TRIM9	0	0	5
TRIM7	0	0	1
C14orf156	0	0	2
NCKIPSD	0	0	6
TRIM8	0	0	7
CSRP3	0	0	4
TRIM5	0	0	14
CSRP2	0	0	2
SNTG1	0	0	3
CSRP1	0	0	1
TRIM6	0	0	2
TRIM3	0	0	3
MIOS	0	0	1
WWOX	0	0	1
SERPINB4	0	0	2
Sncaip	0	0	2
SERPINB5	0	0	1
SERPINB2	19	1,00	3
SERPINB3	0	0	4
SERPINB1	0	1,00	2
WWP1	0	0	23
KTN1	0	0	8
UBE4A	0	0	5
GTF2H1	0	0	18
WWP2	0	0	15
UBE4B	0	0	1
SRP68	0	0	2
HSBP1	0	0	4
GTF2H2	0	0	7
GTF2H3	0	0	2
GTF2H4	0	0	11
SERPINB8	0	0	4
SERPINB9	0	0	25
GTF2H5	0	0	3
SERPINB6	0	0	2
RYBP	0	0	15
C17orf61	0	0	1
RHAG	0	0	1
INHA	0	0	1
IVL	0	1,00	4
PHLPP1	0	0	19
PHLPP2	0	0	12
Samm50	0	0	1
CTDP1	0	0	8
Htt	0	0	1
LPCAT1	0	0	1
ING1	0	0	37
ING2	0	0	19
HSPA14	0	0	1
HSPA13	0	0	2
ING5	0	0	22
CHRND	0	0	1
CHRNE	0	0	1
ING3	0	0	14
ING4	0	0	20
CHRNG	0	0	1
SRP54	0	0	2
AP3S1	0	0	1
AP3S2	0	0	5
TNKS1BP1	0	0	2
Jak2	0	0	1
Jak1	0	0	1
SEMA4B	0	0	1
TOR1A	0	0	7
TOR1B	0	0	1
SEMA4C	0	0	3
SEMA4D	0	0	3
MITF	0	0	12
VTNR	0	0	1
SEMA4G	0	0	1
GTF2F1	0	0	33
GTF2F2	0	0	22
NSFL1C	0	0	7
TUBA8	0	0	1
ADAM2	0	0	1
ADAM1	0	0	1
XIST	0	0	2
ZYX	0	0	12
ADAM9	1	0	5
TNIK	0	0	2
